nombre,nombre_completo,apellido_paterno,apellidos_completos,documento_identidad,ruc,pasaporte,telefono_fijo,telefono_celular,correo_electronico,direccion_completa,genero,raza_etnia,religion,orientacion_sexual,discapacidad,nivel_educativo_padres,fecha_nacimiento,departamento,provincia,distrito,codigo_ubigeo,latitud,longitud,monto_transaccion,edad,ocupacion,fecha_formato_patron,direccion_ip,numero_tarjeta,iban
Miguel,Miguel Jódar Carrión,Jódar,Jódar Carrión,28270011,20282700116,QX581852,(06) 878300,+51981534787,miguel.jódar@briones.es,Camino de Onofre Gabaldón 4 Piso 2 ,Masculino,Caucásica,Católica,Heterosexual,True,Postgrado,1986-09-06,Lima,Lima,Miraflores,150122,-12.090739011456401,-77.02681723985205,4919.28,39,Guardafrenos,06/09/1986,26.109.185.189,4206-XXXX-XXXX-7139,PE43884378504607773123
Carlito,Carlito Cadenas Pedrero,Cadenas,Cadenas Pedrero,26965948,20269659482,GM207628,(04) 701638,+51976969794,carlito.cadenas@torres.com,Paseo Osvaldo Galan 94,Femenino,Andina,Católica,LGBTQ+,True,Técnico,1999-07-15,Lima,Lima,Miraflores,150122,-12.14343314851935,-77.05438401935342,4062.09,26,Grabador de datos,15/07/1999,206.47.53.41,4298-XXXX-XXXX-1782,PE17232853568036292539
Lidia,Lidia Codina Gaya,Codina,Codina Gaya,20143677,20201436777,KD422134,(07) 890661,+51900454119,lidia.codina@casanovas.net,Ronda de Amada Baró 68,No Binario,Caucásica,Católica,N/A,False,Primaria,1998-03-15,Cusco,Cusco,San Sebastián,080132,-13.546374499394656,-71.97283307382973,7785.13,27,Guardafrenos,15/03/1998,206.174.124.202,4433-XXXX-XXXX-1091,PE18739608864747663366
Anabel,Anabel Palomares Cabañas,Palomares,Palomares Cabañas,15629600,20156296006,KC370015,(00) 370734,+51992349312,anabel.palomares@farmaceutica.net,Urbanización Ester Cáceres 11,Femenino,Mestiza,Católica,N/A,True,Técnico,1969-07-01,Piura,Piura,Castilla,200103,-5.150668233368505,-80.66177770051256,2106.32,56,Matemático,01/07/1969,72.31.193.201,4823-XXXX-XXXX-5809,PE79278215380159846830
Dorita,Dorita Pedrosa Pinilla,Pedrosa,Pedrosa Pinilla,78762686,20787626865,QM033395,(06) 867464,+51983202921,dorita.pedrosa@manufacturas.es,Pasadizo de Joaquín Montalbán 72,Masculino,Afroperuana,N/A,LGBTQ+,True,Postgrado,1993-02-17,La Libertad,Trujillo,Huanchaco,130103,-8.101697208513194,-79.13303129831404,5532.81,32,Empleado de servicios de correos,17/02/1993,171.247.51.97,4409-XXXX-XXXX-3681,PE05226505685107820258
Rosaura,Rosaura Azorin Murcia,Azorin,Azorin Murcia,46389320,10463893208,AQ044352,(06) 086206,+51995777842,rosaura.azorin@promociones.com,Calle de Evangelina Montserrat 70 Puerta 2 ,Masculino,Andina,N/A,LGBTQ+,True,Técnico,1984-11-15,Lima,Lima,Miraflores,150122,-12.065093054923464,-77.03489695200273,4290.95,40,Escritor,15/11/1984,18.228.200.124,4869-XXXX-XXXX-0580,PE76322507092063912897
Ascensión,Ascensión Pons Zabaleta,Pons,Pons Zabaleta,50416247,10504162477,FR823776,(09) 290727,+51959959993,ascensión.pons@inmobiliaria.org,Alameda Arsenio Águila 986,No Binario,Mestiza,N/A,LGBTQ+,False,Secundaria,1964-07-29,Cusco,Cusco,San Sebastián,080132,-13.54031671137731,-72.01508086341647,3566.26,61,Director de producción de piscicultura y pesca,29/07/1964,185.254.42.145,4041-XXXX-XXXX-5670,PE49642478862495340379
Fidela,Fidela Manrique Salcedo,Manrique,Manrique Salcedo,42067194,10420671940,BJ125366,(08) 638221,+51995423601,fidela.manrique@herrera.com,Glorieta Teodora Vergara 495 Piso 4 ,Femenino,Afroperuana,Católica,Heterosexual,True,Postgrado,1969-04-07,La Libertad,Trujillo,Huanchaco,130103,-8.131306160176953,-79.12658659290034,4578.97,56,Director de servicios de tecnología de la información y las comunicaciones,07/04/1969,93.113.93.243,4655-XXXX-XXXX-2411,PE39665377704621620927
Rosa,Rosa Vélez Vicens,Vélez,Vélez Vicens,67551317,10675513177,VA537139,(01) 061864,+51902822922,rosa.vélez@zurita.org,Urbanización de Modesta Castells 799,Femenino,Mestiza,Otras,N/A,True,Universitario,1976-01-27,Cusco,Cusco,San Sebastián,080132,-13.558114634699185,-71.92233031529574,4748.7,49,Asistente fisioterapeuta,27/01/1976,129.53.225.49,4776-XXXX-XXXX-7393,PE12716802200113503849
Roberto,Roberto Amigó Tejedor,Amigó,Amigó Tejedor,95525661,20955256615,RV517133,(06) 772369,+51981835183,roberto.amigó@salas.es,Pasaje de Ricarda Mena 54,No Binario,Mestiza,Católica,LGBTQ+,False,Universitario,1997-01-01,Lima,Lima,Miraflores,150122,-12.147004222472235,-77.01829286637987,2798.99,28,Filósofo,01/01/1997,17.173.185.75,4545-XXXX-XXXX-8813,PE34849339039710708868
David,David Valderrama Bayo,Valderrama,Valderrama Bayo,59736523,20597365232,FK577924,(00) 558964,+51994760897,david.valderrama@compania.com,Acceso de Rufino Falcó 97,Masculino,Andina,Otras,Heterosexual,False,Universitario,1988-12-10,Cusco,Cusco,San Sebastián,080132,-13.479637703118565,-71.97337010253813,6968.53,36,Nutricionista,10/12/1988,99.41.150.145,4505-XXXX-XXXX-8133,PE46914244379649702723
Luisina,Luisina Carrera Riquelme,Carrera,Carrera Riquelme,34547325,20345473252,GR420151,(03) 169079,+51996145087,luisina.carrera@murillo.es,C. de Eduardo Roda 48,No Binario,Afroperuana,Agnóstica,Heterosexual,False,Postgrado,1985-02-18,Arequipa,Arequipa,Yanahuara,040127,-16.41406022123583,-71.52394615691426,4648.51,40,Empleado de centro de llamadas,18/02/1985,114.2.42.225,4783-XXXX-XXXX-8474,PE49648283441773021609
María Manuela,María Manuela Anglada Posada,Anglada,Anglada Posada,47666242,10476662422,XS505124,(06) 836992,+51963319109,maría manuela.anglada@distribuciones.com,Pasadizo de Joel Carreño 41,Femenino,Afroperuana,N/A,LGBTQ+,False,Postgrado,1978-03-24,Cusco,Cusco,San Sebastián,080132,-13.55919371603941,-71.96934375949667,1632.9,47,Conductor de vehículos y máquinas de tracción animal,24/03/1978,141.177.121.146,4383-XXXX-XXXX-6727,PE26561770400066067599
Jovita,Jovita Alba Frutos,Alba,Alba Frutos,38994925,10389949252,BQ175970,(08) 188255,+51907773099,jovita.alba@bonifacio.com,Urbanización Alfredo Sobrino 18,Femenino,Caucásica,Agnóstica,LGBTQ+,True,Secundaria,1960-09-27,La Libertad,Trujillo,Huanchaco,130103,-8.075500038403474,-79.0808697511325,1587.69,65,Empleado de agencia de viajes,27/09/1960,164.231.73.246,4211-XXXX-XXXX-0666,PE02108648896162599806
Martín,Martín Estevez Ballesteros,Estevez,Estevez Ballesteros,82656753,10826567531,VS103144,(08) 168276,+51915547854,martín.estevez@fajardo.es,Avenida de Roque Llobet 177 Apt. 73 ,No Binario,Afroperuana,N/A,N/A,False,Postgrado,1986-11-11,Piura,Piura,Castilla,200103,-5.229902159791105,-80.60931866739963,1677.67,38,Recepcionista de hoteles,11/11/1986,61.103.73.171,4090-XXXX-XXXX-8124,PE68617469050660670184
Basilio,Basilio Arias Armengol,Arias,Arias Armengol,56168442,20561684424,XR173208,(02) 916856,+51975820103,basilio.arias@infraestructuras.es,Vial de Albano Arranz 41,Masculino,Mestiza,Agnóstica,Heterosexual,True,Secundaria,1960-05-28,Lima,Lima,Miraflores,150122,-12.141405472376817,-77.0515601637507,5895.29,65,Maleter,28/05/1960,211.109.188.254,4877-XXXX-XXXX-8580,PE67229857927142246238
Carmen,Carmen Cerdán Barceló,Cerdán,Cerdán Barceló,29515442,10295154422,ZB173487,(04) 914277,+51972569833,carmen.cerdán@tecnologias.org,Alameda de León Pla 282,Masculino,Afroperuana,N/A,N/A,True,Postgrado,1972-03-18,Arequipa,Arequipa,Yanahuara,040127,-16.410904607142196,-71.54662729563374,7186.01,53,Ingeniero civil,18/03/1972,53.237.194.171,4143-XXXX-XXXX-9031,PE03666517878957367644
Rafael,Rafael Barragán Mate,Barragán,Barragán Mate,10097190,10100971907,VN400730,(00) 430193,+51922236186,rafael.barragán@alimentacion.es,Vial René Lopez 29,Femenino,Mestiza,Otras,Heterosexual,False,Secundaria,1979-09-30,La Libertad,Trujillo,Huanchaco,130103,-8.103412087493016,-79.16003005735023,5559.48,46,Deportista,30/09/1979,113.207.255.130,4714-XXXX-XXXX-2549,PE00828709470435092343
Nélida,Nélida Cervera Planas,Cervera,Cervera Planas,78623391,20786233911,NX994244,(04) 001623,+51942744268,nélida.cervera@carrasco.net,Vial Rafael Cuéllar 81 Piso 5 ,Masculino,Caucásica,N/A,LGBTQ+,False,Secundaria,1999-10-11,Arequipa,Arequipa,Yanahuara,040127,-16.395586317040454,-71.55263349889249,2920.35,25,Operador de instalaciones de procesamiento de metales,11/10/1999,219.227.70.33,4299-XXXX-XXXX-8892,PE68989523140281423562
Luis Miguel,Luis Miguel Carbonell López,Carbonell,Carbonell López,39287875,10392878755,QD742656,(00) 080603,+51924352341,luis miguel.carbonell@munoz.es,Cañada de Prudencia Solís 3 Piso 0 ,No Binario,Caucásica,N/A,Heterosexual,False,Técnico,1976-05-06,Arequipa,Arequipa,Yanahuara,040127,-16.432990390294677,-71.53775691852296,6335.63,49,Técnico forestal,06/05/1976,88.215.250.61,4339-XXXX-XXXX-0376,PE15477152476377735308
Milagros,Milagros Ruiz Duque,Ruiz,Ruiz Duque,41805426,10418054261,FV497342,(03) 586846,+51990248880,milagros.ruiz@soluciones.org,Callejón de Paca Fuster 28,No Binario,Andina,N/A,N/A,True,Universitario,1960-05-08,Piura,Piura,Castilla,200103,-5.213996759287079,-80.66884840808983,3803.15,65,Tramper,08/05/1960,189.253.138.104,4063-XXXX-XXXX-6400,PE21606655023448968547
Plinio,Plinio Arteaga Bárcena,Arteaga,Arteaga Bárcena,65242765,20652427652,MR039100,(00) 133806,+51969219824,plinio.arteaga@cristian.com,Callejón de Elpidio Moliner 592,No Binario,Mestiza,Otras,LGBTQ+,True,Postgrado,2003-11-06,Piura,Piura,Castilla,200103,-5.237907939389582,-80.57840693008816,2638.43,21,Diseñador multimedia,06/11/2003,91.134.191.3,4365-XXXX-XXXX-6064,PE06212807712088692480
Leandra,Leandra Cerro Ruano,Cerro,Cerro Ruano,81151726,20811517268,AS079679,(07) 035517,+51927937089,leandra.cerro@fabrica.net,Alameda de Cayetano Prado 780,Masculino,Andina,Católica,LGBTQ+,False,Técnico,1960-10-27,Cusco,Cusco,San Sebastián,080132,-13.540837447688867,-72.00601135087379,1756.24,64,Operador de máquinas para fabricar productos de material plástico,27/10/1960,61.100.4.205,4194-XXXX-XXXX-0449,PE95959128531343713926
Buenaventura,Buenaventura Pera Barón,Pera,Pera Barón,92687378,10926873781,JV152176,(04) 376541,+51912135549,buenaventura.pera@comercial.com,Urbanización de Imelda Agustí 299,Femenino,Afroperuana,N/A,Heterosexual,False,Secundaria,1966-10-27,Piura,Piura,Castilla,200103,-5.153089659982218,-80.5770445129319,4309.31,58,Oficial de cubierta,27/10/1966,189.102.195.242,4460-XXXX-XXXX-7296,PE64386647230270643587
Jimena,Jimena Criado Peñalver,Criado,Criado Peñalver,34683026,20346830261,VV744686,(07) 223836,+51908473748,jimena.criado@restauracion.com,Urbanización Abril Bejarano 29 Piso 2 ,Femenino,Andina,Católica,N/A,False,Técnico,1990-05-11,Junín,Huancayo,El Tambo,120101,-12.031406805680865,-75.22118767987381,2137.3,35,Operador de instalaciones de vidriería y cerámica,11/05/1990,53.56.72.255,4294-XXXX-XXXX-1183,PE20345161097069185278
Pío,Pío Jaume Prada,Jaume,Jaume Prada,38016837,10380168376,HX798289,(05) 655243,+51975030683,pío.jaume@talleres.es,Avenida de Clemente Vila 11,Femenino,Afroperuana,Católica,N/A,False,Secundaria,1991-10-13,Arequipa,Arequipa,Yanahuara,040127,-16.367188696958635,-71.5290327012599,2745.78,33,Carpintero,13/10/1991,170.124.232.189,4198-XXXX-XXXX-8804,PE08591222043077332684
Nereida,Nereida Jordá Prieto,Jordá,Jordá Prieto,11900464,10119004644,RG176297,(07) 087245,+51957212094,nereida.jordá@leticia.es,Camino de Nerea Pacheco 76 Piso 9 ,Femenino,Caucásica,Otras,Heterosexual,False,Postgrado,1977-06-01,Arequipa,Arequipa,Yanahuara,040127,-16.387268288935996,-71.54235322180871,4921.34,48,Soldador y oxicortador,01/06/1977,151.205.231.240,4591-XXXX-XXXX-8663,PE88241042170256620843
Margarita,Margarita Delgado Reyes,Delgado,Delgado Reyes,81098822,20810988225,PC576933,(08) 528576,+51902836365,margarita.delgado@consultoria.com,Urbanización Visitación Gallardo 3,No Binario,Caucásica,Otras,Heterosexual,True,Secundaria,1982-03-11,La Libertad,Trujillo,Huanchaco,130103,-8.128037285162021,-79.16876482653127,7169.45,43,Controlador de tráfico aéreo,11/03/1982,16.110.32.220,4452-XXXX-XXXX-6109,PE42404817917716179823
José Antonio,José Antonio Alcalá Guerra,Alcalá,Alcalá Guerra,28886726,10288867261,BB817049,(00) 387798,+51965683603,josé antonio.alcalá@domingo.es,Pasaje de Humberto Polo 328 Apt. 21 ,Femenino,Caucásica,Agnóstica,LGBTQ+,False,Primaria,1961-02-05,Lima,Lima,Miraflores,150122,-12.153208132561518,-77.05071941965731,6793.72,64,Instalador y reparador de líneas eléctricas,05/02/1961,175.235.234.4,4450-XXXX-XXXX-8783,PE46043046974517944827
Perlita,Perlita Sans Campos,Sans,Sans Campos,47424650,10474246506,BB958805,(04) 606050,+51951164786,perlita.sans@mineria.es,Via Julio César Cámara 51 Apt. 93 ,Masculino,Andina,N/A,Heterosexual,True,Primaria,2001-09-14,La Libertad,Trujillo,Huanchaco,130103,-8.061215663499851,-79.0825067126325,5503.86,24,Controlador de plagas y malas hierbas,14/09/2001,170.104.20.99,4958-XXXX-XXXX-0684,PE25271362475229719067
Verónica,Verónica Gimenez Arribas,Gimenez,Gimenez Arribas,39681884,10396818848,CZ333900,(05) 361910,+51967025513,verónica.gimenez@suministros.es,Callejón de Rodrigo Diego 50 Puerta 9 ,Masculino,Mestiza,Agnóstica,LGBTQ+,False,Universitario,1989-12-05,Junín,Huancayo,El Tambo,120101,-12.02905588812,-75.1667367634596,5014.82,35,Laminador de vidrio,05/12/1989,145.145.207.60,4011-XXXX-XXXX-8400,PE86558483379509665828
Estrella,Estrella Pujadas Sandoval,Pujadas,Pujadas Sandoval,99368432,20993684321,CL251429,(00) 281170,+51980440692,estrella.pujadas@calleja.es,Pasaje de Juan José Vall 7,No Binario,Afroperuana,Católica,Heterosexual,True,Técnico,1980-12-01,Junín,Huancayo,El Tambo,120101,-12.04775697929963,-75.23632245164823,4234.07,44,Especialista en tratamientos de belleza,01/12/1980,46.6.137.220,4244-XXXX-XXXX-3591,PE18345443860048422867
Julio,Julio Colomer Vaquero,Colomer,Colomer Vaquero,51427132,10514271329,ZG172632,(05) 839461,+51916765858,julio.colomer@perea.com,Alameda de Aníbal Miró 85 Apt. 23 ,No Binario,Andina,Católica,Heterosexual,True,Secundaria,1976-03-19,Piura,Piura,Castilla,200103,-5.199397218545008,-80.5858811306661,1645.94,49,Chapista,19/03/1976,201.116.177.31,4578-XXXX-XXXX-0094,PE78893804033180313156
Luis Miguel,Luis Miguel Berrocal Perez,Berrocal,Berrocal Perez,68662933,10686629336,AD028441,(04) 076971,+51915908280,luis miguel.berrocal@servicios.es,Glorieta Eloy Hurtado 6,Femenino,Afroperuana,Otras,Heterosexual,True,Secundaria,1997-09-23,La Libertad,Trujillo,Huanchaco,130103,-8.095052086911686,-79.10542200335033,3172.14,28,Operador de instalaciones de refinación de petróleo y gas natural,23/09/1997,220.185.125.197,4146-XXXX-XXXX-6737,PE60725199282943445700
Isidoro,Isidoro Cornejo Camino,Cornejo,Cornejo Camino,10868997,20108689970,MB808145,(02) 272730,+51963372458,isidoro.cornejo@familia.com,Camino Juan José Ramírez 8 Piso 1 ,Masculino,Mestiza,Católica,LGBTQ+,True,Universitario,1981-09-09,Cusco,Cusco,San Sebastián,080132,-13.525087568358115,-71.92778882514483,6172.46,44,Montador de estructuras metálicas,09/09/1981,41.23.207.109,4443-XXXX-XXXX-8912,PE53018337171972469083
Nazaret,Nazaret Baeza Sanchez,Baeza,Baeza Sanchez,89619542,10896195427,HZ218985,(07) 780998,+51937292473,nazaret.baeza@compania.es,Pasadizo Basilio Pomares 126 Puerta 4 ,No Binario,Caucásica,N/A,LGBTQ+,True,Postgrado,1984-11-29,La Libertad,Trujillo,Huanchaco,130103,-8.10223874494519,-79.10899900920687,6841.79,40,Director de recursos humanos,29/11/1984,200.204.2.7,4798-XXXX-XXXX-9931,PE04047637939106317408
Vanesa,Vanesa Fuertes Peral,Fuertes,Fuertes Peral,39326256,10393262560,KA477285,(05) 719156,+51946307514,vanesa.fuertes@coll.com,Via Azucena Barba 946 Piso 5 ,No Binario,Caucásica,Agnóstica,N/A,False,Universitario,1965-03-27,Junín,Huancayo,El Tambo,120101,-12.112374325291691,-75.17816490014748,5479.35,60,Camarero de mesa,27/03/1965,23.219.186.16,4768-XXXX-XXXX-5320,PE23913042926383912062
Amparo,Amparo Carrera Pellicer,Carrera,Carrera Pellicer,12465106,20124651063,GF730104,(02) 869220,+51988293990,amparo.carrera@desarrollo.com,Plaza Violeta Malo 9 Apt. 47 ,Masculino,Mestiza,Otras,LGBTQ+,True,Universitario,1978-06-10,Piura,Piura,Castilla,200103,-5.164906584701489,-80.58658693740672,7563.05,47,Agrónomo,10/06/1978,51.72.186.209,4749-XXXX-XXXX-1291,PE64929792069808193328
Juan Bautista,Juan Bautista Sabater Miralles,Sabater,Sabater Miralles,29163472,20291634721,LF190617,(06) 869218,+51999727007,juan bautista.sabater@compania.es,Vial Francisca Quintana 14,Femenino,Caucásica,Otras,LGBTQ+,False,Técnico,1977-06-13,Arequipa,Arequipa,Yanahuara,040127,-16.363276409484847,-71.52172773883478,8661.88,48,Clasificador de productos,13/06/1977,119.42.223.100,4368-XXXX-XXXX-7688,PE01859782718350696539
Galo,Galo Bonet Hervás,Bonet,Bonet Hervás,19094778,20190947789,ZQ698812,(07) 895674,+51923331499,galo.bonet@familia.org,Cuesta Bartolomé Dalmau 45,Masculino,Andina,N/A,N/A,False,Secundaria,1995-06-03,Cusco,Cusco,San Sebastián,080132,-13.52353437181492,-71.98310524303965,4883.26,30,Técnico en documentación sanitaria,03/06/1995,104.191.17.7,4677-XXXX-XXXX-5857,PE61432656799713902011
Narcisa,Narcisa Luján Iglesia,Luján,Luján Iglesia,61608778,10616087780,SC782671,(06) 280543,+51949741379,narcisa.luján@banca.com,Plaza Benigna Zaragoza 6,Femenino,Mestiza,N/A,LGBTQ+,True,Primaria,1987-02-01,Junín,Huancayo,El Tambo,120101,-12.098474748280577,-75.24922430861449,8736.05,38,Ayudante de ambulancia,01/02/1987,67.90.100.153,4988-XXXX-XXXX-6531,PE25337778035982860467
Ángeles,Ángeles Trujillo Catalá,Trujillo,Trujillo Catalá,52554397,20525543973,CX677545,(01) 855408,+51924492634,ángeles.trujillo@ibanez.com,Vial Ligia Pino 79,No Binario,Caucásica,Agnóstica,LGBTQ+,True,Técnico,1973-04-01,La Libertad,Trujillo,Huanchaco,130103,-8.082511379883284,-79.14982294460283,7923.53,52,Periodista,01/04/1973,111.230.151.173,4990-XXXX-XXXX-4820,PE48927449328938933639
Melchor,Melchor Barrera Pedrero,Barrera,Barrera Pedrero,85018620,10850186209,FS904221,(01) 520045,+51927686225,melchor.barrera@mur.com,C. de Albert Frutos 66 Puerta 9 ,Femenino,Caucásica,N/A,LGBTQ+,True,Universitario,1991-01-08,Cusco,Cusco,San Sebastián,080132,-13.516604168484724,-72.01697329751825,6573.09,34,Peletero,08/01/1991,43.146.127.1,4834-XXXX-XXXX-5140,PE40722797288976366252
Griselda,Griselda Luís Becerra,Luís,Luís Becerra,14009680,10140096805,DX187930,(01) 440428,+51913908256,griselda.luís@manufacturas.com,Rambla Blanca Amo 49,Femenino,Andina,Católica,Heterosexual,True,Primaria,1964-01-09,Lima,Lima,Miraflores,150122,-12.10400301603448,-76.99478002206519,7433.38,61,Oficial maquinistas en navegación,09/01/1964,79.225.48.204,4344-XXXX-XXXX-8845,PE95589978998026944235
Mirta,Mirta Maldonado Ribera,Maldonado,Maldonado Ribera,52994946,20529949464,XS304515,(00) 987406,+51918800100,mirta.maldonado@suministros.es,Rambla de Octavia Puerta 77,No Binario,Afroperuana,N/A,LGBTQ+,True,Universitario,1974-09-08,Piura,Piura,Castilla,200103,-5.218188739377654,-80.59902518895977,1504.46,51,Instructor de autoescuela,08/09/1974,165.177.74.97,4632-XXXX-XXXX-2448,PE45605343303031282612
Fermín,Fermín Murcia Jara,Murcia,Murcia Jara,25216105,20252161054,DS512227,(02) 333366,+51954395326,fermín.murcia@cristina.org,Ronda de Cebrián Rodriguez 61 Apt. 62 ,No Binario,Mestiza,N/A,N/A,False,Primaria,1968-10-19,Arequipa,Arequipa,Yanahuara,040127,-16.357210779074343,-71.57365682529158,2933.27,56,Adivinador,19/10/1968,151.12.34.12,4135-XXXX-XXXX-7987,PE30568417700485238649
Adelina,Adelina Tena Isern,Tena,Tena Isern,38098557,10380985574,GM116427,(09) 603899,+51973219425,adelina.tena@supermercados.es,C. Azahara Rueda 482 Apt. 17 ,Masculino,Mestiza,N/A,LGBTQ+,True,Primaria,1987-05-10,Arequipa,Arequipa,Yanahuara,040127,-16.411255568409132,-71.51020556010151,6184.07,38,Marinero de cubierta,10/05/1987,197.21.243.21,4585-XXXX-XXXX-5467,PE75365870733647364540
Epifanio,Epifanio Almeida Blazquez,Almeida,Almeida Blazquez,53553052,10535530522,RX306291,(07) 603069,+51955433552,epifanio.almeida@farmaceutica.es,Camino de Leonor Espejo 814,No Binario,Andina,N/A,LGBTQ+,False,Universitario,1979-01-20,Cusco,Cusco,San Sebastián,080132,-13.486285890218237,-71.95009128047533,2508.93,46,Limpiador de fachadas,20/01/1979,44.146.59.83,4970-XXXX-XXXX-6022,PE32139879117267829218
Rómulo,Rómulo Camps Suarez,Camps,Camps Suarez,70930607,10709306077,TN950250,(03) 735340,+51941357462,rómulo.camps@alimentacion.com,Calle León Rosselló 74 Apt. 90 ,Femenino,Mestiza,Agnóstica,Heterosexual,False,Universitario,2000-12-08,Junín,Huancayo,El Tambo,120101,-12.098084528506188,-75.20361269421944,3427.7,24,Profesional de nivel medio de enfermería,08/12/2000,36.187.86.192,4781-XXXX-XXXX-7614,PE42426357530061963758
Nereida,Nereida Bárcena Mayol,Bárcena,Bárcena Mayol,76290721,20762907212,ZG982807,(08) 573140,+51977588530,nereida.bárcena@grupo.com,Acceso de Maricruz Real 1 Piso 5 ,Masculino,Andina,Católica,LGBTQ+,True,Postgrado,2002-05-29,Piura,Piura,Castilla,200103,-5.18345351569113,-80.57273293170665,8324.17,23,Especialista en formación del personal,29/05/2002,76.220.91.186,4988-XXXX-XXXX-5318,PE79007538558161126337
Carla,Carla Rincón Coronado,Rincón,Rincón Coronado,62898771,10628987718,MV039894,(00) 366502,+51904567505,carla.rincón@montana.es,Cañada Marciano Cervantes 12,Masculino,Caucásica,N/A,N/A,False,Secundaria,1984-10-23,Lima,Lima,Miraflores,150122,-12.128344327464987,-76.98212525790508,8956.41,40,Profesor de artes,23/10/1984,114.186.204.35,4517-XXXX-XXXX-6594,PE02673168894782787764
Áurea,Áurea Morell Carvajal,Morell,Morell Carvajal,17142464,10171424649,RC176897,(05) 127234,+51998453467,áurea.morell@comercial.es,Rambla Wilfredo Arnaiz 62,Femenino,Mestiza,Otras,Heterosexual,True,Primaria,1960-01-14,Lima,Lima,Miraflores,150122,-12.16190386763958,-76.99623988577767,3543.51,65,Compositor,14/01/1960,201.168.25.98,4823-XXXX-XXXX-8164,PE10066656141792205517
Graciela,Graciela Cerdá Izaguirre,Cerdá,Cerdá Izaguirre,57350889,10573508895,CA444109,(00) 155741,+51958260148,graciela.cerdá@supermercados.org,Plaza Álvaro Torrecilla 82 Puerta 1 ,Femenino,Andina,N/A,LGBTQ+,True,Universitario,1992-04-26,Cusco,Cusco,San Sebastián,080132,-13.479839315306881,-71.9278984343437,7774.6,33,Director de recursos humanos,26/04/1992,20.148.2.120,4115-XXXX-XXXX-2706,PE58135449605778068230
Alejandro,Alejandro Suárez Cifuentes,Suárez,Suárez Cifuentes,29634548,10296345482,VG503143,(00) 845399,+51937366524,alejandro.suárez@consultoria.net,Glorieta Melchor Gomila 97 Puerta 5 ,No Binario,Mestiza,Agnóstica,LGBTQ+,True,Técnico,1985-11-27,Piura,Piura,Castilla,200103,-5.16923956884755,-80.65058230983362,1878.5,39,Operador de instalaciones de procesamiento de metales,27/11/1985,158.92.27.205,4496-XXXX-XXXX-7310,PE65484541118436568011
Óscar,Óscar Borrell Pagès,Borrell,Borrell Pagès,55367831,10553678315,XK029097,(03) 311731,+51943551037,óscar.borrell@manufacturas.org,Callejón de Sabina Castelló 95 Piso 3 ,Femenino,Andina,Católica,N/A,True,Primaria,1993-11-30,Cusco,Cusco,San Sebastián,080132,-13.522332953971157,-71.98662341249509,2160.31,31,Locutor de radio,30/11/1993,42.35.105.25,4569-XXXX-XXXX-9331,PE57893547210150767106
Martirio,Martirio Pla Camacho,Pla,Pla Camacho,17916136,10179161366,KL321603,(09) 280303,+51946455414,martirio.pla@espada.es,Glorieta de Borja Lerma 16,Masculino,Afroperuana,Otras,N/A,False,Postgrado,2002-08-03,Cusco,Cusco,San Sebastián,080132,-13.540876485904956,-71.98386500300109,8072.68,23,Controlador de tráfico aéreo,03/08/2002,192.255.193.3,4959-XXXX-XXXX-3128,PE67309199785699598903
Clarisa,Clarisa Mendoza Montenegro,Mendoza,Mendoza Montenegro,68072434,10680724347,MR117327,(09) 610915,+51985888263,clarisa.mendoza@banca.org,Acceso de Eliana Marti 46 Apt. 81 ,Femenino,Afroperuana,Católica,Heterosexual,False,Primaria,1974-04-07,La Libertad,Trujillo,Huanchaco,130103,-8.070156099209047,-79.14244680748483,2023.16,51,Director de investigación y desarrollo,07/04/1974,205.206.84.19,4069-XXXX-XXXX-2419,PE65692715995366911896
Chuy,Chuy Pérez Carreño,Pérez,Pérez Carreño,13418570,20134185702,ZL228780,(00) 847583,+51951519716,chuy.pérez@alimentacion.es,Glorieta Leandra Chico 78,Femenino,Mestiza,Católica,LGBTQ+,True,Postgrado,1960-12-16,Piura,Piura,Castilla,200103,-5.183600307171746,-80.66298305558449,4482.66,64,Ingeniero civil,16/12/1960,213.24.44.36,4221-XXXX-XXXX-0085,PE27812983896519223460
Andrés,Andrés Jordá Pinto,Jordá,Jordá Pinto,25289412,10252894121,JC988636,(05) 611449,+51985580076,andrés.jordá@abascal.es,Rambla de Javier Flor 291,No Binario,Mestiza,Otras,N/A,False,Postgrado,1974-10-02,La Libertad,Trujillo,Huanchaco,130103,-8.121603026012508,-79.15596497218982,6155.47,51,Técnico en seguridad aeronáutica,02/10/1974,87.48.33.64,4738-XXXX-XXXX-4547,PE72243573130035288569
Silvestre,Silvestre Gual Espada,Gual,Gual Espada,67470316,20674703165,XS484178,(02) 389828,+51947933771,silvestre.gual@banca.org,Acceso de Macaria Real 89,No Binario,Andina,Otras,LGBTQ+,True,Universitario,1995-10-20,Piura,Piura,Castilla,200103,-5.180361315479013,-80.63184912885714,8071.04,29,Operador de máquinas para fabricar productos de caucho,20/10/1995,181.189.212.204,4738-XXXX-XXXX-0223,PE15665312168146494743
